Cust id,Age,Gender,Profession,Salary,Expenditure Allowance,No.of ppl in family,Recency,Frequency,Monetary Value,Frequently purchased product,Average views of the product,Spending score
4171,21,Male,Engineer,32542,55032,9,52,25,2970,Product D,7.267836445,35
4172,42,Female,Manager,229720,44882,5,87,11,8486,Product C,7.60147918,60
4173,32,Female,Doctor,66446,53661,1,28,2,1916,Product E,1.013369941,16
4174,45,Male,Teacher,172353,18913,1,20,11,2294,Product B,6.070044454,17
4175,24,Male,Doctor,207992,27086,2,33,19,5228,Product C,3.068287788,34
4176,37,Female,Teacher,291802,50398,3,79,25,9827,Product C,4.81378575,67
4177,19,Female,Teacher,256797,61157,5,52,14,2932,Product C,8.997766843,31
4178,38,Male,Engineer,199604,64805,2,22,7,9438,Product B,9.607143948,41
4179,23,Male,Engineer,278138,70473,7,38,10,6640,Product B,5.500537406,38
4180,63,Male,Engineer,271610,15368,2,69,21,3506,Product B,4.98964716,41
4181,40,Male,Engineer,161790,25803,10,93,16,5231,Product B,6.980894098,53
4182,59,Male,Doctor,275644,29932,5,93,1,9161,Product D,9.979606323,61
4183,57,Female,Manager,30267,68020,1,85,25,1865,Product C,0.756981812,42
4184,59,Female,Manager,158431,28651,6,76,25,2347,Product B,2.273309308,41
4185,30,Male,Manager,160257,70127,3,100,23,5750,Product A,6.533714829,60
4186,52,Male,Teacher,219047,16847,1,56,19,5882,Product A,7.757669316,44
4187,43,Male,Teacher,150543,31586,2,87,13,5296,Product E,1.578634569,50
4188,21,Female,Teacher,162388,58632,6,29,3,3040,Product D,3.21178686,20
4189,28,Female,Doctor,205184,59169,6,8,11,5261,Product D,0.630283512,23
4190,41,Male,Engineer,253179,41475,7,2,2,8569,Product D,7.04689555,29
4191,26,Male,Teacher,232721,34370,4,9,3,4851,Product C,5.66602452,20
4192,61,Female,Engineer,78925,21512,8,43,23,9110,Product C,4.435042715,52
4193,31,Female,Doctor,256880,21605,5,15,1,2195,Product C,5.660247276,12
4194,64,Female,Manager,285957,72937,6,41,9,3681,Product C,1.514628979,28
4195,61,Male,Doctor,31099,36144,9,59,11,4911,Product C,8.226802965,39
4196,33,Male,Engineer,245037,27395,3,15,6,2902,Product E,1.153234448,16
4197,58,Male,Engineer,292677,52475,4,58,6,1518,Product E,5.462532615,26
4198,53,Male,Manager,46323,38336,2,8,17,5622,Product A,3.097613739,27
4199,50,Male,Manager,188991,70254,10,58,21,9562,Product B,8.068086538,58
4200,60,Female,Engineer,135500,50040,4,52,21,4610,Product E,6.510761215,39
4201,27,Male,Teacher,160009,33130,7,65,12,7132,Product D,1.266944595,49
4202,49,Female,Teacher,199951,73581,8,60,1,5132,Product D,1.542613234,37
4203,27,Female,Manager,186390,49343,10,20,3,6092,Product A,2.609488733,27
4204,25,Female,Doctor,159970,63752,3,24,8,3471,Product D,4.956671892,22
4205,18,Male,Manager,242009,52926,1,22,14,1739,Product C,2.593638152,17
4206,58,Female,Engineer,78581,55170,6,23,11,1026,Product B,9.357510202,14
4207,41,Male,Doctor,46766,69809,9,69,0,9318,Product D,7.361096032,54
4208,40,Female,Doctor,106439,64957,4,55,5,8677,Product D,8.371506795,48
4209,62,Female,Engineer,233331,20748,4,92,14,5616,Product C,5.653731848,54
4210,25,Male,Teacher,52289,45063,2,22,23,4291,Product B,2.951656934,29
4211,32,Male,Engineer,30012,33468,7,45,6,5511,Product C,5.507949419,35
4212,62,Female,Teacher,296203,15728,7,62,6,4331,Product A,8.682701085,37
4213,57,Male,Engineer,224437,73292,7,83,23,1134,Product E,2.386759186,39
4214,19,Male,Engineer,272270,60745,5,28,1,6679,Product E,9.113394799,31
4215,25,Male,Engineer,198721,64151,3,87,5,7370,Product E,6.597332437,55
4216,26,Male,Doctor,119526,19443,1,96,17,9614,Product E,6.501454329,69
4217,34,Female,Teacher,213911,34534,1,97,8,6433,Product C,9.213633648,56
4218,42,Female,Engineer,126900,39778,5,36,10,9390,Product A,1.672625831,46
4219,24,Male,Doctor,256305,51861,2,33,14,3802,Product A,4.738296625,28
4220,45,Male,Teacher,165152,51434,6,76,9,7878,Product B,3.723099594,54
4221,36,Female,Manager,271218,58718,5,37,9,7449,Product E,6.273138377,40
4222,25,Male,Manager,158569,57243,5,0,17,6471,Product C,1.556755331,27
4223,38,Male,Manager,62602,22350,6,52,3,3581,Product C,2.606576262,30
4224,22,Male,Teacher,209338,30267,9,85,13,7266,Product C,0.722677818,56
4225,58,Male,Engineer,275433,52518,4,1,14,5446,Product B,7.520572765,23
4226,54,Male,Teacher,204769,61373,6,38,1,2465,Product B,8.14815367,21
4227,62,Male,Doctor,297584,37779,9,28,6,4026,Product C,1.583595734,24
4228,28,Female,Doctor,285794,63016,4,38,23,3580,Product E,0.381911785,32
4229,24,Female,Manager,185356,71130,4,91,23,6882,Product C,7.191670289,60
4230,25,Male,Manager,104475,58323,6,2,18,5967,Product E,1.531775009,26
4231,61,Female,Engineer,266980,34188,10,58,12,9550,Product C,5.116171713,55
4232,35,Male,Manager,173112,33496,1,61,8,8687,Product C,4.064483871,51
4233,26,Male,Manager,74314,68253,1,49,21,3266,Product D,2.546311541,34
4234,54,Male,Doctor,70824,39760,3,37,2,4885,Product B,4.776294684,29
4235,20,Female,Manager,204883,37272,6,28,17,6633,Product B,6.246308504,37
4236,59,Female,Engineer,238833,17647,10,41,22,5056,Product C,4.261194308,37
4237,44,Female,Engineer,117912,48121,9,35,14,7947,Product E,5.13131624,42
4238,20,Female,Manager,192879,23081,8,37,22,3212,Product E,7.646675213,30
4239,63,Male,Engineer,44676,46552,4,4,10,2298,Product C,2.890129046,12
4240,46,Female,Doctor,104937,38331,5,89,10,1209,Product D,0.247393728,37
4241,55,Female,Engineer,187666,62358,5,23,22,4067,Product E,4.323916517,28
4242,53,Female,Doctor,273822,72531,2,4,20,7055,Product D,2.987193426,31
4243,20,Female,Teacher,83701,20011,4,99,2,7100,Product C,8.782302011,57
4244,24,Female,Doctor,242393,30007,5,4,9,7616,Product D,5.236009972,29
4245,55,Male,Teacher,256978,64445,3,47,25,4567,Product C,9.932617388,39
4246,40,Female,Teacher,189064,45726,10,45,13,2816,Product D,6.084733429,28
4247,53,Female,Engineer,114726,31054,6,28,16,9641,Product E,0.588240468,46
4248,31,Female,Doctor,290617,61504,4,31,8,9290,Product C,4.671480698,43
4249,20,Female,Doctor,141983,58630,10,34,11,4924,Product D,3.097539948,31
4250,38,Male,Doctor,65022,27148,1,69,6,4176,Product B,1.362462984,38
4251,49,Male,Teacher,171579,72585,10,1,13,2786,Product A,2.385015464,13
4252,38,Female,Manager,101329,57085,8,0,22,7343,Product E,5.783082881,31
4253,30,Female,Teacher,277937,35186,9,44,24,3115,Product C,6.440236374,33
4254,38,Male,Engineer,91774,34380,10,31,24,9688,Product A,9.805928862,50
4255,22,Female,Doctor,84839,19345,8,95,5,6817,Product D,1.744363791,56
4256,56,Female,Teacher,147249,67510,6,99,24,5389,Product D,0.886814155,58
4257,35,Male,Teacher,149453,31413,6,99,19,1715,Product D,0.923374709,45
4258,50,Female,Doctor,287566,45375,10,33,21,5805,Product A,9.949502135,37
4259,46,Female,Doctor,150866,60120,9,27,18,4110,Product D,6.210440291,28
4260,62,Female,Doctor,299216,59943,4,30,24,8392,Product E,0.773987957,45
4261,35,Female,Engineer,66484,38780,2,61,18,5377,Product B,7.878513297,44
4262,40,Female,Teacher,203177,38055,9,55,21,4915,Product D,2.820729309,41
4263,34,Female,Teacher,145344,55628,6,62,16,1433,Product D,2.882437533,30
4264,22,Male,Teacher,273078,43884,6,44,2,6942,Product A,5.610333958,38
4265,28,Male,Manager,44502,34665,4,14,3,6932,Product A,3.356160166,28
4266,61,Male,Teacher,230920,52832,6,63,25,8275,Product C,8.97954994,56
4267,20,Male,Teacher,227797,46925,4,3,11,1404,Product D,5.301892479,9
4268,30,Female,Engineer,116488,41962,6,77,14,4228,Product E,4.410808018,44
4269,61,Male,Manager,272220,73396,6,67,15,8334,Product B,7.644992542,55
4270,38,Female,Teacher,107280,47082,2,28,16,3636,Product C,6.900629524,26
4271,44,Male,Manager,157960,23087,4,87,17,9131,Product C,1.890771118,65
4272,23,Female,Manager,290823,22335,8,73,19,2091,Product A,5.716103876,37
4273,64,Female,Teacher,77638,46785,3,76,7,9414,Product E,7.681640067,59
4274,44,Male,Manager,121827,52290,7,89,2,2483,Product D,1.64047707,38
4275,37,Female,Doctor,235781,30746,2,8,7,6453,Product B,9.592358642,26
4276,18,Male,Teacher,124988,65445,3,61,19,1460,Product D,1.633113659,31
4277,22,Male,Doctor,31005,48369,9,61,11,6818,Product B,9.525049305,46
4278,21,Female,Manager,165956,45665,1,3,2,3942,Product C,1.487798348,14
4279,41,Male,Teacher,112859,70028,7,74,18,3830,Product B,6.33791797,43
4280,32,Female,Engineer,112923,64707,3,31,19,4277,Product A,8.759651863,30
4281,58,Male,Doctor,294463,65605,6,63,4,2243,Product E,3.610290769,29
4282,59,Female,Engineer,61543,54798,7,46,7,6225,Product C,6.836780639,38
4283,54,Female,Teacher,160212,61674,5,65,16,2325,Product B,3.218438915,34
4284,62,Male,Engineer,240103,67768,2,29,4,3170,Product E,6.435374242,21
4285,58,Male,Manager,155818,25274,2,10,11,2170,Product D,8.662118487,14
4286,50,Male,Manager,232225,51600,10,31,16,6978,Product D,6.803796172,38
4287,46,Female,Teacher,229849,74750,5,70,3,3231,Product C,5.482843498,35
4288,50,Female,Teacher,30053,65463,4,9,17,1288,Product E,1.567218898,12
4289,59,Male,Teacher,30295,65842,8,47,1,8404,Product A,8.347621187,44
4290,56,Female,Manager,153004,36558,5,17,18,7897,Product B,0.611482865,37
4291,30,Female,Teacher,138941,59262,1,96,5,9954,Product D,5.412602426,66
4292,23,Male,Manager,32847,35392,2,33,11,6048,Product E,5.274297235,34
4293,23,Female,Doctor,67970,28454,10,58,1,3193,Product C,9.455008469,30
4294,61,Female,Manager,202469,32253,2,9,9,7402,Product B,3.93184632,30
4295,53,Male,Manager,39091,73998,1,64,1,2416,Product A,1.700176018,29
4296,64,Male,Teacher,200067,51580,7,31,11,9728,Product B,9.924061809,46
4297,34,Male,Engineer,205291,47276,2,67,9,4355,Product A,9.193004275,39
4298,42,Female,Teacher,196961,33811,5,41,18,3284,Product A,7.873290489,30
4299,32,Female,Teacher,103118,42995,3,69,4,4044,Product D,5.831856579,37
4300,29,Male,Manager,171560,44155,9,82,2,5533,Product E,9.059834283,46
4301,32,Male,Manager,194072,16995,4,74,20,1410,Product E,1.989668259,36
4302,26,Male,Teacher,208792,62094,6,56,21,3348,Product A,1.752140641,36
4303,24,Female,Doctor,267437,31104,7,59,8,4206,Product B,5.768794735,36
4304,20,Female,Doctor,85048,26204,5,93,22,6538,Product C,1.688128188,60
4305,51,Female,Teacher,66643,60619,8,79,2,3560,Product C,3.490595235,38
4306,34,Male,Doctor,78660,26119,2,54,14,7672,Product D,8.412395553,48
4307,52,Male,Manager,105199,73686,2,92,1,1656,Product A,7.961174713,36
4308,49,Female,Teacher,248841,20039,3,87,3,2461,Product A,0.790746543,38
4309,48,Female,Doctor,276240,19861,2,94,22,5053,Product D,2.239433724,55
4310,63,Male,Doctor,53420,59785,2,23,9,1187,Product C,9.829733022,14
4311,31,Male,Manager,177016,17136,3,59,17,1927,Product D,1.080795102,31
4312,44,Male,Teacher,43252,37813,10,99,7,9907,Product B,7.004968368,68
4313,58,Female,Teacher,262368,21705,9,47,5,4384,Product E,7.801599292,31
4314,36,Male,Doctor,59164,36438,10,67,18,3482,Product A,3.952311832,39
4315,60,Male,Teacher,102683,62569,5,5,15,2130,Product A,3.106629725,13
4316,36,Female,Engineer,265747,74670,8,9,17,6341,Product A,5.328545538,29
4317,52,Male,Teacher,264928,39886,9,26,5,4481,Product D,5.65580222,25
4318,63,Male,Doctor,195111,42358,4,86,25,4456,Product C,6.877548961,51
4319,44,Male,Teacher,287942,32706,4,33,5,4665,Product D,2.486792789,28
4320,28,Male,Engineer,279180,70029,7,81,19,7134,Product B,5.537214771,57
4321,18,Female,Manager,161928,48988,8,98,22,4988,Product E,5.262963037,56
4322,41,Male,Teacher,223205,72835,5,42,15,1962,Product A,9.624281491,25
4323,31,Male,Engineer,79731,19334,9,0,9,3334,Product E,8.883526433,14
4324,43,Male,Manager,210292,30120,7,4,19,5558,Product C,1.162965587,26
4325,33,Male,Manager,149494,27733,2,96,8,8265,Product C,6.948845448,62
4326,41,Male,Teacher,104956,63594,9,29,23,5375,Product C,1.740903934,35
4327,44,Male,Manager,100117,65748,9,76,2,3083,Product A,6.512452727,36
4328,34,Male,Manager,257481,66285,1,2,15,7758,Product B,9.108397464,31
4329,18,Female,Doctor,240007,71020,5,35,11,5431,Product C,1.922194327,33
4330,37,Female,Manager,296563,17476,3,40,19,5851,Product C,5.772911008,39
4331,60,Female,Engineer,198516,58214,7,88,12,1572,Product A,5.846347965,38
4332,65,Male,Teacher,202774,23760,8,28,8,5221,Product C,7.063495732,29
4333,38,Male,Manager,286613,46704,4,75,12,8898,Product A,8.908636548,58
4334,63,Male,Engineer,110058,64186,1,4,10,4851,Product A,7.392669402,20
4335,56,Female,Engineer,185884,29779,2,71,14,9625,Product A,3.25622386,60
4336,26,Male,Manager,178886,41056,5,74,4,6750,Product D,5.888509536,48
4337,53,Male,Engineer,125868,34203,8,52,19,6329,Product A,1.864989201,44
4338,49,Male,Teacher,282388,37878,10,78,5,3999,Product A,4.901434649,40
4339,55,Female,Teacher,297420,65834,2,46,17,1361,Product E,9.66432639,25
4340,25,Female,Engineer,236879,40406,6,78,16,6700,Product C,5.231320702,53
4341,20,Male,Manager,201055,26299,7,95,19,6013,Product B,9.771560895,58
4342,26,Female,Teacher,115302,58124,3,19,5,9315,Product E,3.62016801,39
4343,18,Male,Teacher,40263,41096,1,12,25,9376,Product D,2.85858082,43
4344,57,Male,Engineer,200036,42380,1,51,22,8329,Product E,2.818529649,52
4345,21,Male,Manager,286478,24129,1,99,21,8031,Product C,3.288171027,66
4346,59,Male,Teacher,186477,61278,8,24,9,7312,Product E,9.820110546,35
4347,42,Male,Doctor,47326,69755,2,53,4,9850,Product A,2.350914826,51
4348,60,Male,Manager,90799,58294,8,20,12,1587,Product B,6.500413072,15
4349,39,Female,Manager,296177,15663,10,92,12,2371,Product A,1.231234877,42
4350,34,Female,Manager,150906,15379,6,20,22,7793,Product A,3.42734102,39
4351,57,Male,Engineer,289026,23346,9,66,14,4995,Product E,0.306876743,43
4352,60,Male,Manager,276812,44729,3,36,5,3865,Product A,2.46856237,26
4353,65,Male,Manager,261020,24602,10,19,19,9777,Product D,6.073039565,45
4354,60,Female,Teacher,140994,41174,10,21,11,6523,Product D,2.643347789,32
4355,20,Male,Engineer,266174,41728,6,51,1,1284,Product B,9.558567614,21
4356,20,Male,Engineer,134382,45007,2,37,19,3155,Product D,5.922975635,29
4357,58,Female,Manager,211705,53903,9,11,9,9257,Product E,7.636178629,37
4358,59,Male,Engineer,232089,54191,10,86,9,6916,Product B,6.824585368,54
4359,56,Male,Teacher,80631,39458,10,5,1,8032,Product C,3.099419028,28
4360,53,Female,Engineer,46466,38106,2,63,23,6027,Product D,8.843327479,48
4361,63,Male,Teacher,228499,26583,6,0,12,7279,Product D,6.514865631,28
4362,48,Male,Doctor,251511,54058,8,23,20,1964,Product A,1.248772008,20
4363,56,Female,Manager,250557,21902,2,13,14,1206,Product A,0.945703755,13
4364,60,Female,Teacher,212971,34979,4,63,24,2797,Product C,0.754106215,38
4365,54,Female,Doctor,285965,58117,6,15,4,4453,Product E,8.276786283,21
4366,35,Male,Doctor,143088,27249,4,81,10,7741,Product A,5.401856832,56
4367,45,Male,Doctor,46789,41884,3,36,2,5496,Product E,0.533058155,30
4368,31,Male,Manager,63754,28841,8,20,11,6211,Product C,6.713823318,31
4369,54,Male,Doctor,233028,42039,4,29,20,7136,Product C,3.731886693,40
4370,63,Female,Engineer,252966,22235,9,51,0,3205,Product C,0.687698112,27
4371,55,Male,Manager,256887,18939,7,30,19,5425,Product C,5.737877375,34
4372,59,Female,Engineer,80381,30305,7,79,17,7153,Product D,5.701379635,55
4373,53,Female,Manager,43502,55941,5,73,8,5536,Product C,0.347729934,45
4374,18,Male,Engineer,184309,36984,10,27,9,9638,Product B,9.282300073,44
4375,19,Male,Engineer,278841,68619,9,98,2,9361,Product B,3.885643068,64
4376,62,Male,Teacher,179841,72027,7,52,3,9012,Product A,8.355787829,48
4377,57,Male,Doctor,35782,36860,1,45,12,5078,Product E,0.076423057,35
4378,35,Male,Teacher,108533,33358,4,23,11,4822,Product E,9.301478303,27
4379,51,Male,Teacher,131693,67542,6,19,10,5568,Product A,6.427267407,28
4380,41,Male,Engineer,233776,33390,10,14,25,8226,Product A,4.919936685,40
4381,32,Female,Manager,51143,62151,8,15,15,3955,Product B,0.976145663,23
4382,63,Female,Doctor,79912,55071,5,30,1,6554,Product E,3.349620863,32
4383,47,Male,Teacher,75001,33726,7,15,19,8828,Product C,2.807481955,40
4384,52,Male,Doctor,64669,74493,2,8,19,5133,Product D,6.361379277,26
4385,51,Female,Teacher,221129,34517,2,70,19,2487,Product A,0.522037919,37
4386,35,Male,Doctor,144730,72232,9,85,21,4468,Product C,1.926830232,50
4387,23,Male,Engineer,221402,44122,8,97,21,2564,Product C,9.205555761,47
4388,36,Female,Engineer,262387,56615,10,40,20,1185,Product E,6.959364747,23
4389,37,Female,Teacher,32989,35475,3,4,17,3574,Product D,4.033411385,18
4390,35,Male,Engineer,156459,72396,5,80,19,1733,Product E,3.51964242,38
4391,51,Male,Engineer,132574,46053,1,23,25,1451,Product E,3.391603929,20
4392,35,Female,Doctor,298604,67175,4,69,12,9198,Product C,9.925998968,57
4393,33,Female,Engineer,243372,34599,9,73,17,6422,Product C,7.003603595,51
4394,57,Male,Engineer,170097,55646,10,87,18,7368,Product E,7.72226401,59
4395,37,Male,Manager,72479,24587,8,37,4,6046,Product A,9.028429243,33
4396,19,Male,Doctor,83610,70653,3,34,24,6933,Product A,4.937619116,42
4397,19,Female,Teacher,58374,73159,3,88,7,5664,Product C,4.91100703,50
4398,57,Female,Teacher,210644,61912,2,86,7,1675,Product B,6.428234664,36
4399,57,Female,Doctor,194482,71054,10,88,24,5442,Product E,9.008916346,55
4400,22,Male,Doctor,189709,54346,7,66,17,4477,Product C,9.136803598,42
4401,60,Female,Teacher,45051,66467,10,80,6,4355,Product B,6.736550369,43
4402,33,Male,Engineer,32624,58764,2,33,17,5110,Product A,9.975484079,33
4403,21,Male,Engineer,213513,68815,6,75,6,8880,Product D,8.066559342,56
4404,22,Male,Teacher,199726,35258,5,33,11,9022,Product A,8.129463114,44
4405,63,Female,Manager,122530,27035,1,39,24,6302,Product D,4.716516469,42
4406,55,Male,Engineer,278919,21174,1,27,24,5090,Product B,4.565924217,33
4407,42,Female,Teacher,248849,23628,6,23,2,2888,Product A,9.113764527,17
4408,56,Female,Manager,160921,68878,4,11,17,1253,Product D,1.287341014,13
4409,21,Female,Teacher,145565,44724,6,74,16,6873,Product A,6.977886683,52
4410,61,Female,Engineer,80801,65874,6,2,16,6463,Product E,2.254892215,27
4411,63,Female,Manager,242397,57966,7,8,14,6985,Product A,5.657965847,30
4412,40,Female,Teacher,110008,48300,8,6,0,6520,Product C,7.364200774,23
4413,56,Female,Teacher,262831,28601,3,30,19,9076,Product D,1.522542176,46
4414,21,Male,Engineer,43213,51452,3,65,20,4762,Product E,8.09147052,44
4415,19,Female,Doctor,267179,26056,4,78,21,9058,Product B,2.989290726,63
4416,26,Male,Manager,192965,73446,3,73,6,6299,Product E,2.444395237,47
4417,34,Female,Manager,189218,52169,6,43,16,1441,Product A,3.410230164,24
4418,39,Male,Manager,116771,17031,1,91,9,1402,Product A,8.33369156,38
4419,54,Female,Manager,149359,39208,7,40,1,9191,Product A,7.118792216,44
4420,30,Female,Doctor,109239,37531,9,7,21,4202,Product A,4.900263187,23
4421,18,Male,Manager,59859,45571,7,56,13,4035,Product B,0.928751349,36
4422,41,Male,Manager,266868,61361,5,61,18,6423,Product D,5.843550601,47
4423,35,Female,Manager,234379,59384,10,2,14,9303,Product B,8.44089175,36
4424,56,Male,Manager,87412,51581,9,29,7,1223,Product B,5.766856774,16
4425,36,Male,Engineer,128727,42829,3,14,16,9624,Product B,8.316949363,42
4426,45,Male,Teacher,41064,62867,4,15,12,5269,Product B,8.870814199,26
4427,18,Male,Manager,177085,53004,8,81,7,8973,Product A,2.261076187,59
4428,34,Male,Doctor,204565,40757,1,91,11,8154,Product A,9.884504023,61
4429,27,Male,Doctor,58762,30983,9,18,24,4093,Product E,7.270945254,27
4430,24,Male,Teacher,82076,56064,9,2,12,8848,Product D,6.313185294,34
4431,48,Male,Engineer,283931,44352,5,50,14,2813,Product A,4.668720405,30
4432,29,Male,Manager,256417,19037,4,96,9,6322,Product C,0.717567159,56
4433,56,Male,Doctor,197785,41402,3,35,19,4316,Product C,9.964256661,32
4434,60,Female,Teacher,238944,23157,3,53,5,2149,Product A,7.956125775,26
4435,38,Female,Manager,260938,42660,6,76,8,2822,Product E,6.687365221,37
